	Common Settings,	,,,,
"46","48.50007152","0.224986404180527","-1.05015336704373E-11","0.2842","-3.88042131760358E-09"
"47","49.56941546","0.230008319020271","-1.53300584032623E-11","0.29055","-3.84500609129645E-09"
"48","50.63877774","0.2349853515625","-8.80633760358407E-12","0.29685","-3.84183174162445E-09"
"49","51.70812744","0.240003690123558","-1.00846822212453E-11","0.30315","-3.8434753157901E-09"
"50","52.77748654","0.244982078671455","-9.21624061789306E-12","0.30945","-3.83477738452598E-09"
"51","53.8468381","0.249994412064552","-9.980465238979E-12","0.3158","-3.81954157191444E-09"
"52","54.91619262","0.254970788955688","-9.2162484241487E-12","0.3221","-3.78914366550021E-09"
"53","55.9855441","0.259981662034988","-9.07035124092515E-12","0.3284","-3.75716746603416E-09"
"54","57.05491662","0.264973014593124","-9.22319685903172E-12","0.33475","-3.74103636957557E-09"
"55","58.12426122","0.269981741905212","-7.73643128726409E-12","0.34105","-3.70910790969958E-09"
"56","59.19360354","0.274961411952972","-7.7642206899875E-12","0.34735","-3.63521701629566E-09"
"57","60.26294808","0.279983252286911","-6.8540919467841E-12","0.3537","-3.59874152700002E-09"
"58","61.33229136","0.284993261098862","-6.21491920427264E-12","0.36","-3.51689566358004E-09"
"59","62.40164602","0.289980888366699","-4.97131632734571E-12","0.3663","-3.43772565969402E-09"
"60","63.47100782","0.29499027132988","-3.83887453075937E-12","0.37265","-3.3402780541536E-09"
"61","64.54035604","0.299982577562332","-3.62349993759947E-12","0.37895","-3.22757798265627E-09"
"62","65.60970698","0.30499055981636","-3.23432036361537E-13","0.38525","-3.08507885904419E-09"
"63","66.67903948","0.309967190027237","1.19109420677194E-12","0.3916","-2.90480550724226E-09"
"64","67.74840302","0.314987033605576","1.64253051264385E-12","0.3979","-2.6855457857522E-09"
"65","68.81775286","0.31996676325798","4.82342507948652E-12","0.4042","-2.43544451272726E-09"
"66","69.88709212","0.324990570545197","6.03882872526884E-12","0.41055","-2.12548623146347E-09"
"67","70.95641998","0.329971551895142","1.0129545639781E-11","0.41685","-1.75934300461478E-09"
"68","72.02575052","0.334980309009552","1.36507498013638E-11","0.42315","-1.30209032445094E-09"
"69","73.09511434","0.340001463890076","1.78942572565122E-11","0.42945","-7.4069461675208E-10"
"70","74.16447066","0.344977080821991","2.30128589795431E-11","0.4358","-6.97519333958674E-11"
"71","75.2338074","0.349998563528061","2.93885298041641E-11","0.4421","7.42008232634817E-10"
"72","76.30314292","0.35498058795929","3.68684943685693E-11","0.4484","1.7244619066048E-09"
"73","77.37247982","0.35998922586441","4.50915520200379E-11","0.45475","2.92875701468631E-09"
"74","78.44183816","0.364979654550552","5.65928137685745E-11","0.46105","4.37939640107743E-09"
"75","79.51117728","0.369989007711411","6.88163484530158E-11","0.46735","6.16060269464924E-09"
"76","80.58052974","0.374975919723511","8.53319637172945E-11","0.4737","8.35872349114197E-09"
"77","81.64987006","0.379984527826309","5.37393851640644E-10","0.48","1.10113482776342E-08"
"78","83.00642412","0.384964674711227","1.24648666388616E-10","0.4863","1.41845761802983E-08"
"79","84.07577746","0.389982461929321","1.52221013571818E-10","0.49265","1.80577224284661E-08"
"80","85.14511832","0.394994497299194","1.84335574582306E-10","0.49895","2.27547936049177E-08"
"81","86.21446102","0.39998072385788","2.22554891182725E-10","0.50525","2.84939183359256E-08"
"82","87.2837986","0.404990524053574","2.69059774460345E-10","0.5116","3.55730698231582E-08"
"83","88.3531476","0.409970343112946","3.25454746485931E-10","0.5179","4.4020900702435E-08"
"84","89.42248754","0.414993405342102","3.92420179684549E-10","0.5242","5.41656817176772E-08"
"85","90.49184396","0.419967651367188","4.711576129246E-10","0.53055","6.6323394776191E-08"
"86","91.561199","0.42498853802681","5.67376146065612E-10","0.53685","8.13678298072773E-08"
"87","92.63053878","0.42996671795845","6.83242795673777E-10","0.54315","9.92435928992563E-08"
"88","94.03896014","0.434989392757416","8.11381017928881E-10","0.54945","1.21729044622043E-07"
"89","95.2306764","0.439966946840286","9.98782612171567E-10","0.5558","1.49363401646951E-07"
"90","96.3000409","0.44497486948967","1.20166565586999E-09","0.5621","1.82365880618818E-07"
"91","97.36938318","0.449997931718826","1.45308831633884E-09","0.5684","2.2225273710319E-07"
"92","98.4387282","0.454976946115494","1.65219915526649E-09","0.57475","2.70493814014117E-07"
"93","99.50807512","0.460000276565552","2.11662221083486E-09","0.58105","3.29864406012348E-07"
"94","100.577432","0.464980900287628","2.64169308650253E-09","0.58735","4.01359955048974E-07"
"95","101.64678132","0.469991266727448","3.09399039721825E-09","0.5937","4.89103058498586E-07"
"96","102.7161195","0.474976599216461","3.74146891246596E-09","0.6","5.9474041336216E-07"
"97","103.78546104","0.479984402656555","4.54285720152825E-09","0.6063","7.24228470971866E-07"
"98","104.85481294","0.484971910715103","5.46222711506061E-09","0.61265","8.79869276104728E-07"
"99","105.92415234","0.489727020263672","1.04995603322777E-08","0.61895","1.06867514659825E-06"
"100","107.23064368","0.494963556528091","7.98618948749663E-09","0.62525","1.29634770473785E-06"
"101","108.29997482","0.499983966350555","9.68558655500829E-09","0.6316","1.57767317432445E-06"
"102","109.7083763","0.50495845079422","1.17075087402441E-08","0.6379","1.71197814324842E-06"
"103","110.77773172","0.509978294372559","1.42009657366771E-08","0.6442","2.33257833315292E-06"
"104","111.84708044","0.514986872673035","1.71995200304309E-08","0.65055","2.83469489659183E-06"
"105","112.9164298","0.519968390464783","2.08237782572951E-08","0.65685","3.44214117831143E-06"
"106","113.98577464","0.524982631206512","2.52101752806766E-08","0.66315","4.18457557316287E-06"
"107","115.05511644","0.529958307743073","3.06556557916338E-08","0.66945","5.07811637362465E-06"
"108","116.12448266","0.534978449344635","3.71643125163246E-08","0.6758","6.19703951088013E-06"
"109","117.19385578","0.539956212043762","4.48911769979077E-08","0.6821","7.50702611185261E-06"
"110","118.26323956","0.544962525367737","5.44716947104007E-08","0.6884","9.11789447854972E-06"
"111","119.63011268","0.549962997436523","6.59249721479682E-08","0.69475","1.115332088375E-05"
"112","120.88994536","0.554953217506409","7.98156918335735E-08","0.70105","1.34416486616828E-05"
"113","121.95931588","0.559937536716461","9.65953788067964E-08","0.70735","1.62789674504893E-05"
"114","123.32622118","0.564972579479218","1.17290305468032E-07","0.7137","1.77115489350399E-05"
"115","124.39557902","0.569991946220398","1.42271886716117E-07","0.72","2.40737081185216E-05"
"116","125.46492892","0.574970006942749","1.72232589079613E-07","0.7263","2.91840515274089E-05"
"117","126.53425984","0.579976677894592","2.08837363402381E-07","0.73265","3.54474068444688E-05"
"118","127.60361134","0.584968030452728","2.52821962476446E-07","0.73895","4.29709143645596E-05"
"119","128.67296654","0.589974522590637","3.06425476992445E-07","0.74525","5.2153060096316E-05"
"120","129.7423356","0.594961285591125","3.71293424450414E-07","0.7516","6.32756273262203E-05"
"121","130.81169962","0.599976301193237","4.50504188620471E-07","0.7579","7.68755198805593E-05"
"122","131.8810738","0.60495001077652","5.44266015367612E-07","0.7642","9.29644957068376E-05"
"123","133.23944018","0.609981596469879","6.60209991565353E-07","0.77055","0.000113031645014416"
"124","134.46178894","0.614938914775848","7.98341204699682E-07","0.77685","0.000136757647851482"
"125","135.53117384","0.619956791400909","9.65534241004207E-07","0.78315","0.000165346966241486"
"126","136.88950784","0.624990344047546","1.16882927159168E-06","0.78945","0.000179857452167198"
"127","137.95884732","0.629968464374542","1.4134230923446E-06","0.7958","0.000242367779719643"
"128","139.02819254","0.634988605976105","1.71377837432374E-06","0.8021","0.000294079625746235"
"129","140.09755214","0.639967262744904","2.07611083169468E-06","0.8084","0.000356478878529742"
"130","141.16690446","0.644980728626251","2.51844971899118E-06","0.81475","0.000432642642408609"
"131","142.2362508","0.649958193302155","3.04925220007135E-06","0.82105","0.00052408775081858"
"132","143.30560856","0.654969215393066","3.69569102076639E-06","0.82735","0.000635366188362241"
"133","144.37496674","0.659954011440277","4.46810236098827E-06","0.8337","0.000768183381296694"
"134","145.44434892","0.66495954990387","5.40087285116897E-06","0.84","0.000928422610741109"
"135","146.79871506","0.669962227344513","6.5079716478067E-06","0.8463","0.0011180944275111"
"136","148.01705516","0.674954414367676","7.84682561061345E-06","0.85265","0.00134814833290875"
"137","149.08642094","0.679970860481262","9.4770311989123E-06","0.85895","0.00162587105296552"
"138","150.44076432","0.68496960401535","1.14374352051527E-05","0.86525","0.00180048088077456"
"139","151.51012178","0.689976394176483","1.42050212161848E-05","0.8716","0.00242850300855935"
"140","152.57948366","0.694957435131073","3.16090990963858E-05","0.8779","0.0052339811809361"
"141","153.6488478","0.699967622756958","5.40411238034721E-05","0.8842","0.0085327997803688"
"142","154.7182149","0.704954206943512","6.76325435051695E-05","0.89055","0.0103337299078703"
"143","155.78760148","0.709967613220215","6.96008355589584E-05","0.89685","0.0100188925862312"
"144","157.01280004","0.71494060754776","7.47318990761414E-05","0.90315","0.0111407432705164"
"145","158.08216416","0.719959795475006","8.361349318875E-05","0.90945","0.012245174497366"
"146","159.15152582","0.724931299686432","9.25939020817168E-05","0.9158","0.0133545948192477"
"147","160.2208852","0.729950189590454","0.000101832702057436","0.9221","0.0145020419731736"
"148","161.57124524","0.734992265701294","0.000113693786261138","0.9284","0.0148889478296041"
"149","162.64059794","0.739968061447144","0.000122808734886348","0.93475","0.017121771350503"
"150","163.70994278","0.744988203048706","0.000133381385239772","0.94105","0.018554737791419"
"151","164.77927544","0.749962151050568","0.000144894598633982","0.94735","0.0201851557940245"
"152","165.8486297","0.75498354434967","0.000157818896695971","0.9537","0.0220934078097343"
"153","166.91798962","0.759963512420654","0.000172008789377287","0.96","0.0242755468934774"
"154","167.98733618","0.764974892139435","0.000187546655070037","0.9663","0.0267840623855591"
"155","169.0566678","0.769959986209869","0.000204610318178311","0.97265","0.0296978838741779"
"156","170.1260043","0.774970829486847","0.000222945585846901","0.97895","0.0332363769412041"
"157","171.19534144","0.779956042766571","0.000256044324487448","0.98525","0.0371110923588276"
"158","172.26471756","0.784964382648468","0.000295271340291947","0.9916","0.0411332696676254"
"159","173.33408332","0.789978861808777","0.000340306491125375","0.9979","0.0452650636434555"
"160","174.40343344","0.79496157169342","0.000391174922697246","1.0042","0.0494540594518185"
"161","175.472795","0.799967527389526","0.00044845714000985","1.01055","0.0537128373980522"
"162","176.54216272","0.80495673418045","0.000513087899889797","1.01685","0.0580819062888622"
"163","177.61153708","0.809966742992401","0.000586202659178525","1.02315","0.0626017600297928"
"164","178.6808932","0.814947068691254","0.000667312589939684","1.02945","0.0672090202569962"
"165","179.75026828","0.819959700107574","0.000757643720135093","1.0358","0.0719448775053024"
"166","180.81963544","0.824930429458618","0.000857104838360101","1.0421","0.0767727419734001"
"167","181.88901696","0.829952239990234","0.000967342406511307","1.0484","0.0817415565252304"
"168","183.16611006","0.8349489569664","0.00108941656071693","1.05475","0.0852839648723602"
"169","184.23546978","0.839969873428345","0.00122137705329806","1.06105","0.0920331180095673"
"170","185.30480616","0.844953179359436","0.00136279524303973","1.06735","0.097217820584774"
"171","186.37414098","0.84996086359024","0.00151705997996032","1.0737","0.102529264986515"
"172","187.44351172","0.854978799819946","0.00167397514451295","1.08","0.107137657701969"
"173","188.57910638","0.859954476356506","0.00185369572136551","1.0863","0.113157115876675"
"174","189.6484505","0.864977836608887","0.00204598228447139","1.09265","0.11872885376215"
"175","190.7177925","0.869958519935608","0.00225122459232807","1.09895","0.124362386763096"
"176","191.78715096","0.874967873096466","0.00247038598172367","1.10525","0.130071178078651"
"177","192.85651378","0.879953444004059","0.00270044454373419","1.1116","0.135763108730316"
"178","193.92587408","0.884962558746338","0.0029412901494652","1.1179","0.141453489661217"
"179","194.99524608","0.889952540397644","0.00319372839294374","1.1242","0.147143334150314"
"180","196.0646091","0.894964993000031","0.00346336769871414","1.13055","0.152966096997261"
"181","197.13396276","0.899938344955444","0.00374073954299092","1.13685","0.158716231584549"
"182","198.20333652","0.904961049556732","0.00403068261221051","1.14315","0.164472714066505"
"183","199.27271444","0.909968852996826","0.00433206930756569","1.14945","0.170228734612465"
"184","200.34206886","0.914953708648682","0.00464187422767282","1.1558","0.175943076610565"
"185","201.41142328","0.919962584972382","0.00496626831591129","1.1621","0.181710228323936"
"186","202.48081446","0.924951136112213","0.00530309090390801","1.1684","0.187488660216331"
"187","203.55018908","0.92995810508728","0.00565366074442863","1.17475","0.193316802382469"
"188","204.61955796","0.934934318065643","0.0060113868676126","1.18105","0.199058532714844"
"189","205.68892928","0.939955711364746","0.00633631553500891","1.18735","0.199863433837891"
"190","206.7582889","0.944931268692017","0.00667695887386799","1.1937","0.199874177575111"
"191","207.8276506","0.949947416782379","0.00707071926444769","1.2","0.199873492121696"

"Min","0","-1.57841168402229E-06","-1.53300584032623E-11","0","-4.00319644100477E-09"
"Max","207.8276506","0.949947416782379","0.00707071926444769","1.2","0.199874177575111"
"Mean","103.593329945864","0.474971644369199","0.000496043714686873","0.600000052356021","0.0237133283754728"
"StdDev","60.7573013763107","0.276396027918628","0.00135715011432232","0.349143609888079","0.0515951144037793"
"CV","58.6498198369156%","58.1921112966025%","273.594861529294%","58.1905965702996%","217.578543116475%"
