PW_MODEL_PW2281S_20_6 
Capacity=0.2125AH
SOC(%), Open Voltage(V), ESR(ohm)
0, 2.3596000671, 460.38818359 
1, 2.4131698608, 440.49072266 
2, 2.4544792175, 422.5769043 
3, 2.4885864258, 401.98898315 
4, 2.5175933838, 379.81796265 
5, 2.5422782898, 359.61914063 
6, 2.5633201599, 343.00994873 
7, 2.5827217102, 322.27706909 
8, 2.5990982056, 306.60629272 
9, 2.6139945984, 287.12081909 
10, 2.6257286072, 275.60043335 
11, 2.6371765137, 264.58358765 
12, 2.649646759, 246.89865112 
13, 2.6619529724, 228.17993164 
14, 2.6740036011, 208.77075195 
15, 2.6849746704, 188.51470947 
16, 2.6953773499, 169.7845459 
17, 2.7049980164, 151.32522583 
18, 2.7138366699, 134.52911377 
19, 2.7214698792, 118.75915527 
20, 2.7280578613, 102.1156311 
21, 2.7325935364, 91.705322266 
22, 2.7371520996, 83.595275879 
23, 2.7438087463, 74.550628662 
24, 2.7510528564, 66.059112549 
25, 2.7583312988, 58.692932129 
26, 2.7655143738, 52.52456665 
27, 2.7721290588, 47.424316406 
28, 2.7785224915, 42.96875 
29, 2.7828636169, 39.546966553 
30, 2.7850952148, 37.540435791 
31, 2.7866325378, 35.678863525 
32, 2.7879867554, 34.259796143 
33, 2.7884750366, 33.531188965 
34, 2.7910614014, 32.424926758 
35, 2.794708252, 31.196594238 
36, 2.7986679077, 29.95300293 
37, 2.8020553589, 28.980255127 
38, 2.8054733276, 27.927398682 
39, 2.8081321716, 27.774810791 
40, 2.8103103638, 27.351379395 
41, 2.8125495911, 26.767730713 
42, 2.8150405884, 24.66583252 
43, 2.8173446655, 24.311065674 
44, 2.8196029663, 24.112701416 
45, 2.8221282959, 23.983001709 
46, 2.824848175, 23.96774292 
47, 2.8276290894, 23.822784424 
48, 2.8300476074, 23.738861084 
49, 2.8323783875, 23.696899414 
50, 2.8344841003, 23.792266846 
51, 2.8368606567, 23.780822754 
52, 2.8390846252, 23.818969727 
53, 2.8412208557, 23.895263672 
54, 2.843334198, 24.032592773 
55, 2.8455543518, 24.291992188 
56, 2.8482933044, 24.238586426 
57, 2.8505477905, 24.402618408 
58, 2.8531074524, 24.391174316 
59, 2.8558197021, 24.394989014 
60, 2.8584060669, 24.375915527 
61, 2.8614616394, 24.444580078 
62, 2.8646202087, 23.986816406 
63, 2.8659439087, 23.67401123 
64, 2.8656311035, 23.612976074 
65, 2.8644790649, 23.56338501 
66, 2.863117218, 24.09362793 
67, 2.8634490967, 24.276733398 
68, 2.8639831543, 24.753570557 
69, 2.8668746948, 24.784088135 
70, 2.8704681396, 24.475097656 
71, 2.8723640442, 24.085998535 
72, 2.8730697632, 24.028778076 
73, 2.8734893799, 24.108886719 
74, 2.8738479614, 23.960113525 
75, 2.8736572266, 23.963928223 
76, 2.8737564087, 23.773193359 
77, 2.8730812073, 23.891448975 
78, 2.8731422424, 23.544311523 
79, 2.8714942932, 23.891448975 
80, 2.8719406128, 23.838043213 
81, 2.872428894, 23.494720459 
82, 2.8741035461, 23.166656494 
83, 2.8751296997, 22.972106934 
84, 2.8764266968, 22.514343262 
85, 2.8769645691, 22.373199463 
86, 2.8799476624, 21.369934082 
87, 2.88048172, 20.87020874 
88, 2.8820266724, 20.450592041 
89, 2.8817367554, 19.702911377 
90, 2.8773956299, 20.160675049 
91, 2.8761749268, 20.038604736 
92, 2.8745727539, 19.805908203 
93, 2.8737030029, 19.44732666 
94, 2.8721199036, 19.172668457 
95, 2.8707504272, 19.027709961 
96, 2.8669013977, 18.939971924 
97, 2.8695373535, 17.433166504 
98, 2.880569458, 16.067504883 
99, 2.9235649109, 14.663696289 
100, 3.2822227478, 13.164520264 
