SourceMeter Model:,2450
SourceMeter S/N:,01419952
SourceMeter Firmware:,1.6.3d

TEST_PARAM.terminals:,FRONT TERMINALS

TEST_PARAM.initial_voc:,1.291400075
TEST_PARAM.vcutoff:,0.9

TEST_PARAM.discharge_type:,CONSTANT
TEST_PARAM.discharge_current:,0.2
TEST_PARAM.max_discharge_current:,0.2

TEST_PARAM.measure_interval:,10

TEST_PARAM.discharge_start_time:,09/13/17 10:03:54
TEST_PARAM.discharge_stop_time:,09/13/17 17:21:46

BATT_MODEL_RAW:,Index,Timestamp,Voc,Vload,ESR
BATT_MODEL_RAW:,1,0.0347746,1.2903840542,1.2852771282,0.025534629822
BATT_MODEL_RAW:,2,10.03565318,1.28845191,1.2833096981,0.02571105957
BATT_MODEL_RAW:,3,20.03598428,1.2874875069,1.2823078632,0.025898218155
BATT_MODEL_RAW:,4,30.03694096,1.2866611481,1.2814779282,0.025916099548
BATT_MODEL_RAW:,5,40.03800862,1.2859122753,1.2807283401,0.025919675827
BATT_MODEL_RAW:,6,50.03816726,1.2852094173,1.2800250053,0.025922060013
BATT_MODEL_RAW:,7,60.03916246,1.2845451832,1.2793564796,0.025943517685
BATT_MODEL_RAW:,8,70.04003426,1.283908844,1.2787168026,0.025960206985
BATT_MODEL_RAW:,9,80.04107506,1.283292532,1.2780988216,0.025968551636
BATT_MODEL_RAW:,10,90.04123454,1.2826967239,1.2775006294,0.025980472565
BATT_MODEL_RAW:,11,100.04156436,1.2821142673,1.2769162655,0.025990009308
BATT_MODEL_RAW:,12,110.04203146,1.2815487385,1.2763493061,0.025997161865
BATT_MODEL_RAW:,13,120.04300876,1.2809975147,1.2757949829,0.026012659073
BATT_MODEL_RAW:,14,130.04380742,1.2804553509,1.2752518654,0.026017427444
BATT_MODEL_RAW:,15,140.0448873,1.2799217701,1.274715662,0.026030540466
BATT_MODEL_RAW:,16,150.04540614,1.2793989182,1.2741918564,0.026035308838
BATT_MODEL_RAW:,17,160.04603298,1.2788858414,1.2736763954,0.026047229767
BATT_MODEL_RAW:,18,170.04680814,1.2783780098,1.2731659412,0.026060342789
BATT_MODEL_RAW:,19,180.04699856,1.2778816223,1.2726659775,0.026078224182
BATT_MODEL_RAW:,20,190.04779976,1.2773892879,1.2721738815,0.026077032089
BATT_MODEL_RAW:,21,200.04895418,1.2769069672,1.2716896534,0.026086568832
BATT_MODEL_RAW:,22,210.04986242,1.2764308453,1.2712113857,0.026097297668
BATT_MODEL_RAW:,23,220.0501597,1.2759604454,1.2707381248,0.026111602783
BATT_MODEL_RAW:,24,230.0507438,1.2754955292,1.2702722549,0.026116371155
BATT_MODEL_RAW:,25,240.05169438,1.2750382423,1.2698125839,0.026128292084
BATT_MODEL_RAW:,26,250.0519371,1.2745842934,1.2693579197,0.026131868362
BATT_MODEL_RAW:,27,260.05231098,1.2741384506,1.2689092159,0.026146173477
BATT_MODEL_RAW:,28,270.05286416,1.2736938,1.2684643269,0.02614736557
BATT_MODEL_RAW:,29,280.05312608,1.273260355,1.2680294514,0.026154518127
BATT_MODEL_RAW:,30,290.05352652,1.2728302479,1.2675971985,0.026165246964
BATT_MODEL_RAW:,31,300.0536807,1.2724044323,1.2671692371,0.0261759758
BATT_MODEL_RAW:,32,310.05380946,1.2719857693,1.2667489052,0.02618432045
BATT_MODEL_RAW:,33,320.05441524,1.2715716362,1.2663328648,0.026193857193
BATT_MODEL_RAW:,34,330.05468368,1.2711634636,1.2659242153,0.026196241379
BATT_MODEL_RAW:,35,340.05572942,1.2707600594,1.265519619,0.026202201843
BATT_MODEL_RAW:,36,350.05642272,1.2703597546,1.2651171684,0.026212930679
BATT_MODEL_RAW:,37,360.05671058,1.2699673176,1.2647237778,0.026217699051
BATT_MODEL_RAW:,38,370.05684826,1.2695782185,1.2643325329,0.026228427887
BATT_MODEL_RAW:,39,380.0576247,1.2691934109,1.26394701,0.026232004166
BATT_MODEL_RAW:,40,390.0578667,1.2688128948,1.2635653019,0.02623796463
BATT_MODEL_RAW:,41,400.0589048,1.2684390545,1.2631893158,0.026248693466
BATT_MODEL_RAW:,42,410.05907116,1.2680683136,1.2628171444,0.026255846024
BATT_MODEL_RAW:,43,420.0594175,1.2677059174,1.2624537945,0.026260614395
BATT_MODEL_RAW:,44,430.05960344,1.2673454285,1.2620918751,0.026267766953
BATT_MODEL_RAW:,45,440.06027982,1.2669894695,1.2617352009,0.026271343231
BATT_MODEL_RAW:,46,450.0606737,1.2666392326,1.2613835335,0.026278495789
BATT_MODEL_RAW:,47,460.06112084,1.266294241,1.2610373497,0.026284456253
BATT_MODEL_RAW:,48,470.06130268,1.2659525871,1.2606942654,0.02629160881
BATT_MODEL_RAW:,49,480.06145816,1.265614748,1.260355711,0.026295185089
BATT_MODEL_RAW:,50,490.0623073,1.2652831078,1.2600226402,0.026302337646
BATT_MODEL_RAW:,51,500.06343968,1.2649550438,1.2596945763,0.026302337646
BATT_MODEL_RAW:,52,510.06382018,1.2646329403,1.259370327,0.026313066483
BATT_MODEL_RAW:,53,520.06467962,1.2643122673,1.2590487003,0.026317834854
BATT_MODEL_RAW:,54,530.06568228,1.2639992237,1.2587351799,0.02632021904
BATT_MODEL_RAW:,55,540.06665954,1.2636871338,1.2584228516,0.026321411133
BATT_MODEL_RAW:,56,550.06735572,1.2633826733,1.2581162453,0.026332139969
BATT_MODEL_RAW:,57,560.0678535,1.2630803585,1.2578132153,0.026335716248
BATT_MODEL_RAW:,58,570.06900278,1.2627825737,1.2575137615,0.026344060898
BATT_MODEL_RAW:,59,580.06968142,1.2624897957,1.2572207451,0.026345252991
BATT_MODEL_RAW:,60,590.07014302,1.2621984482,1.2569274902,0.026354789734
BATT_MODEL_RAW:,61,600.0705217,1.2619132996,1.2566435337,0.026348829269
BATT_MODEL_RAW:,62,610.07074288,1.2616298199,1.2563579082,0.026359558105
BATT_MODEL_RAW:,63,620.07103462,1.2613520622,1.2560794353,0.026363134384
BATT_MODEL_RAW:,64,630.07160544,1.2610769272,1.2558031082,0.026369094849
BATT_MODEL_RAW:,65,640.07216068,1.2608041763,1.255531311,0.026364326477
BATT_MODEL_RAW:,66,650.07280474,1.260538578,1.2552645206,0.026370286942
BATT_MODEL_RAW:,67,660.07307574,1.2602727413,1.2549955845,0.026385784149
BATT_MODEL_RAW:,68,670.07419844,1.2600131035,1.2547345161,0.026392936707
BATT_MODEL_RAW:,69,680.07435024,1.2597563267,1.254478693,0.026388168335
BATT_MODEL_RAW:,70,690.0747521,1.2595043182,1.2542245388,0.026398897171
BATT_MODEL_RAW:,71,700.0754676,1.2592527866,1.2539753914,0.026386976242
BATT_MODEL_RAW:,72,710.07564684,1.2590072155,1.2537293434,0.026389360428
BATT_MODEL_RAW:,73,720.07646412,1.2587656975,1.2534856796,0.026400089264
