SourceMeter Model:,2461
SourceMeter S/N:,04090170
SourceMeter Firmware:,1.6.3d

TEST_PARAM.terminals:,FRONT TERMINALS

TEST_PARAM.initial_voc:,4.8522453308
TEST_PARAM.vcutoff:,2.4

TEST_PARAM.discharge_type:,CONSTANT
TEST_PARAM.discharge_current:,0.025
TEST_PARAM.max_discharge_current:,0.025

TEST_PARAM.measure_interval:,30

TEST_PARAM.discharge_start_time:,06/30/17 14:59:43
TEST_PARAM.discharge_stop_time:,07/05/17 13:02:25

BATT_MODEL_RAW:,Index,Timestamp,Voc,Vload,ESR
BATT_MODEL_RAW:,68,2015.7864292,4.7388916016,4.7292861938,0.38421630859
BATT_MODEL_RAW:,69,2045.8721991,4.7378025055,4.7282066345,0.38383483887
BATT_MODEL_RAW:,70,2075.9580634,4.7367038727,4.7271194458,0.3833770752
BATT_MODEL_RAW:,71,2106.0438531,4.7356204987,4.7260398865,0.3832244873
BATT_MODEL_RAW:,72,2136.1297165,4.7345275879,4.7249622345,0.38261413574
BATT_MODEL_RAW:,73,2166.215524,4.733455658,4.7239017487,0.38215637207
BATT_MODEL_RAW:,74,2196.3013805,4.7323875427,4.7228355408,0.38208007813
BATT_MODEL_RAW:,75,2226.3872363,4.7313117981,4.7217712402,0.38162231445
BATT_MODEL_RAW:,76,2256.4731127,4.7302513123,4.7207164764,0.38139343262
BATT_MODEL_RAW:,77,2286.559029,4.7291984558,4.719669342,0.38116455078
BATT_MODEL_RAW:,78,2316.6449409,4.7281398773,4.7186260223,0.38055419922
BATT_MODEL_RAW:,79,2346.7308608,4.7270946503,4.71758461,0.38040161133
BATT_MODEL_RAW:,80,2376.8167758,4.7260494232,4.716550827,0.37994384766
BATT_MODEL_RAW:,81,2406.9026592,4.7250118256,4.7155170441,0.37979125977
BATT_MODEL_RAW:,82,2436.9885329,4.7239780426,4.7144908905,0.37948608398
BATT_MODEL_RAW:,83,2467.0744101,4.7229499817,4.7134723663,0.37910461426
BATT_MODEL_RAW:,84,2497.1603023,4.7219257355,4.7124557495,0.37879943848
BATT_MODEL_RAW:,85,2527.2462427,4.7208976746,4.7114486694,0.37796020508
