SourceMeter Model:,2450
SourceMeter S/N:,01419958
SourceMeter Firmware:,1.6.3d

TEST_PARAM.terminals:,FRONT TERMINALS

TEST_PARAM.initial_voc:,1.6178430319
TEST_PARAM.vcutoff:,0.8

TEST_PARAM.discharge_type:,CONSTANT
TEST_PARAM.discharge_current:,0.025
TEST_PARAM.max_discharge_current:,0.025

TEST_PARAM.measure_interval:,30

TEST_PARAM.discharge_start_time:,06/30/17 14:51:18
TEST_PARAM.discharge_stop_time:,07/05/17 12:34:00

BATT_MODEL_RAW:,Index,Timestamp,Voc,Vload,ESR
BATT_MODEL_RAW:,1,0.03483176,1.6169663668,1.6131075621,0.15435218811
BATT_MODEL_RAW:,2,30.12096964,1.613637805,1.610018611,0.14476776123
BATT_MODEL_RAW:,3,60.20708,1.6124017239,1.6088175774,0.14336585999
BATT_MODEL_RAW:,4,90.29321452,1.6113963127,1.6078308821,0.14261722565
BATT_MODEL_RAW:,5,120.37935896,1.6105040312,1.6069526672,0.1420545578
BATT_MODEL_RAW:,6,150.46551178,1.6096823215,1.6061395407,0.14171123505
BATT_MODEL_RAW:,7,180.55164528,1.6089093685,1.6053766012,0.14131069183
BATT_MODEL_RAW:,8,210.63787334,1.6081666946,1.6046454906,0.14084815979
BATT_MODEL_RAW:,9,240.72400436,1.6074613333,1.6039483547,0.14051914215
BATT_MODEL_RAW:,10,270.81019778,1.6067746878,1.6032727957,0.14007568359
BATT_MODEL_RAW:,11,300.89635756,1.606113553,1.6026194096,0.13976573944
BATT_MODEL_RAW:,12,330.98246838,1.6054708958,1.6019890308,0.13927459717
BATT_MODEL_RAW:,13,361.06859786,1.6048445702,1.6013706923,0.13895511627
BATT_MODEL_RAW:,14,391.15475786,1.6042332649,1.600771904,0.13845443726
BATT_MODEL_RAW:,15,421.24092978,1.6036372185,1.6001845598,0.13810634613
BATT_MODEL_RAW:,16,451.32705926,1.6030535698,1.5996102095,0.13773441315
BATT_MODEL_RAW:,17,481.41326884,1.602484107,1.5990482569,0.13743400574
BATT_MODEL_RAW:,18,511.49949024,1.6019177437,1.5984957218,0.13688087463
BATT_MODEL_RAW:,19,541.58561824,1.6013665199,1.5979529619,0.13654232025
BATT_MODEL_RAW:,20,571.67183618,1.6008219719,1.5974185467,0.13613700867
BATT_MODEL_RAW:,21,601.7580117,1.6002869606,1.5968958139,0.13564586639
BATT_MODEL_RAW:,22,631.84424008,1.5997598171,1.5963779688,0.13527393341
BATT_MODEL_RAW:,23,661.93053484,1.5992370844,1.5958659649,0.13484477997
BATT_MODEL_RAW:,24,692.01673728,1.5987244844,1.5953680277,0.13425827026
BATT_MODEL_RAW:,25,722.10296162,1.5982164145,1.5948690176,0.13389587402
BATT_MODEL_RAW:,26,752.1891524,1.5977153778,1.5943791866,0.13344764709
BATT_MODEL_RAW:,27,782.27536804,1.5972219706,1.5938954353,0.133061409
BATT_MODEL_RAW:,28,812.36156064,1.5967336893,1.5934128761,0.13283252716
BATT_MODEL_RAW:,29,842.44778224,1.5962506533,1.5929423571,0.13233184814
BATT_MODEL_RAW:,30,872.5340061,1.5957670212,1.5924686193,0.1319360733
BATT_MODEL_RAW:,31,902.6201458,1.5952920914,1.5920029879,0.13156414032
BATT_MODEL_RAW:,32,932.70627736,1.5948241949,1.5915426016,0.13126373291
BATT_MODEL_RAW:,33,962.79243624,1.5943607092,1.5910861492,0.13098239899
BATT_MODEL_RAW:,34,992.8786034,1.5938991308,1.590637207,0.1304769516
BATT_MODEL_RAW:,35,1022.9647483,1.593438983,1.5901839733,0.13020038605
BATT_MODEL_RAW:,36,1053.0509464,1.5929831266,1.5897405148,0.1297044754
BATT_MODEL_RAW:,37,1083.1370801,1.5925347805,1.5892957449,0.12956142426
BATT_MODEL_RAW:,38,1113.2232276,1.5920904875,1.5888574123,0.12932300568
BATT_MODEL_RAW:,39,1143.3093667,1.5916495323,1.5884246826,0.12899398804
BATT_MODEL_RAW:,40,1173.3955212,1.5912091732,1.5879949331,0.12856960297
BATT_MODEL_RAW:,41,1203.4816962,1.5907741785,1.5875657797,0.12833595276
BATT_MODEL_RAW:,42,1233.5678873,1.5903416872,1.5871396065,0.12808322906
BATT_MODEL_RAW:,43,1263.654056,1.5899152756,1.5867187977,0.1278591156
BATT_MODEL_RAW:,44,1293.7402354,1.5894864798,1.5862984657,0.12752056122
BATT_MODEL_RAW:,45,1323.8263938,1.5890645981,1.5858786106,0.1274394989
BATT_MODEL_RAW:,46,1353.9125769,1.5886415243,1.585464716,0.12707233429
BATT_MODEL_RAW:,47,1383.9987101,1.5882242918,1.5850572586,0.12668132782
